"State"	"State Code"	"Year"	"Year Code"	"Place of Death"	"Place of Death Code"	Deaths	Population	Crude Rate
"Nevada"	"32"	"2003"	"2003"	"Medical Facility - Inpatient"	"1"	27	Not Applicable	Not Applicable
"Nevada"	"32"	"2003"	"2003"	"Medical Facility - Outpatient or ER"	"2"	25	Not Applicable	Not Applicable
"Nevada"	"32"	"2003"	"2003"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2003"	"2003"	"Decedent's home"	"4"	196	Not Applicable	Not Applicable
"Nevada"	"32"	"2003"	"2003"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2003"	"2003"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2003"	"2003"	"Other"	"7"	87	Not Applicable	Not Applicable
"Nevada"	"32"	"2003"	"2003"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2004"	"2004"	"Medical Facility - Inpatient"	"1"	28	Not Applicable	Not Applicable
"Nevada"	"32"	"2004"	"2004"	"Medical Facility - Outpatient or ER"	"2"	25	Not Applicable	Not Applicable
"Nevada"	"32"	"2004"	"2004"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2004"	"2004"	"Decedent's home"	"4"	238	Not Applicable	Not Applicable
"Nevada"	"32"	"2004"	"2004"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2004"	"2004"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2004"	"2004"	"Other"	"7"	81	Not Applicable	Not Applicable
"Nevada"	"32"	"2004"	"2004"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2005"	"2005"	"Medical Facility - Inpatient"	"1"	27	Not Applicable	Not Applicable
"Nevada"	"32"	"2005"	"2005"	"Medical Facility - Outpatient or ER"	"2"	30	Not Applicable	Not Applicable
"Nevada"	"32"	"2005"	"2005"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2005"	"2005"	"Decedent's home"	"4"	281	Not Applicable	Not Applicable
"Nevada"	"32"	"2005"	"2005"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2005"	"2005"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2005"	"2005"	"Other"	"7"	109	Not Applicable	Not Applicable
"Nevada"	"32"	"2005"	"2005"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2006"	"2006"	"Medical Facility - Inpatient"	"1"	29	Not Applicable	Not Applicable
"Nevada"	"32"	"2006"	"2006"	"Medical Facility - Outpatient or ER"	"2"	47	Not Applicable	Not Applicable
"Nevada"	"32"	"2006"	"2006"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2006"	"2006"	"Decedent's home"	"4"	271	Not Applicable	Not Applicable
"Nevada"	"32"	"2006"	"2006"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2006"	"2006"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2006"	"2006"	"Other"	"7"	108	Not Applicable	Not Applicable
"Nevada"	"32"	"2006"	"2006"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2007"	"2007"	"Medical Facility - Inpatient"	"1"	18	Not Applicable	Not Applicable
"Nevada"	"32"	"2007"	"2007"	"Medical Facility - Outpatient or ER"	"2"	63	Not Applicable	Not Applicable
"Nevada"	"32"	"2007"	"2007"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2007"	"2007"	"Decedent's home"	"4"	289	Not Applicable	Not Applicable
"Nevada"	"32"	"2007"	"2007"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2007"	"2007"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2007"	"2007"	"Other"	"7"	114	Not Applicable	Not Applicable
"Nevada"	"32"	"2007"	"2007"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2008"	"2008"	"Medical Facility - Inpatient"	"1"	31	Not Applicable	Not Applicable
"Nevada"	"32"	"2008"	"2008"	"Medical Facility - Outpatient or ER"	"2"	60	Not Applicable	Not Applicable
"Nevada"	"32"	"2008"	"2008"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2008"	"2008"	"Decedent's home"	"4"	346	Not Applicable	Not Applicable
"Nevada"	"32"	"2008"	"2008"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2008"	"2008"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2008"	"2008"	"Other"	"7"	64	Not Applicable	Not Applicable
"Nevada"	"32"	"2008"	"2008"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2009"	"2009"	"Medical Facility - Inpatient"	"1"	37	Not Applicable	Not Applicable
"Nevada"	"32"	"2009"	"2009"	"Medical Facility - Outpatient or ER"	"2"	58	Not Applicable	Not Applicable
"Nevada"	"32"	"2009"	"2009"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2009"	"2009"	"Decedent's home"	"4"	372	Not Applicable	Not Applicable
"Nevada"	"32"	"2009"	"2009"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2009"	"2009"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2009"	"2009"	"Other"	"7"	67	Not Applicable	Not Applicable
"Nevada"	"32"	"2009"	"2009"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2010"	"2010"	"Medical Facility - Inpatient"	"1"	46	Not Applicable	Not Applicable
"Nevada"	"32"	"2010"	"2010"	"Medical Facility - Outpatient or ER"	"2"	76	Not Applicable	Not Applicable
"Nevada"	"32"	"2010"	"2010"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2010"	"2010"	"Decedent's home"	"4"	380	Not Applicable	Not Applicable
"Nevada"	"32"	"2010"	"2010"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2010"	"2010"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2010"	"2010"	"Other"	"7"	61	Not Applicable	Not Applicable
"Nevada"	"32"	"2010"	"2010"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2011"	"2011"	"Medical Facility - Inpatient"	"1"	134	Not Applicable	Not Applicable
"Nevada"	"32"	"2011"	"2011"	"Medical Facility - Outpatient or ER"	"2"	79	Not Applicable	Not Applicable
"Nevada"	"32"	"2011"	"2011"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2011"	"2011"	"Decedent's home"	"4"	401	Not Applicable	Not Applicable
"Nevada"	"32"	"2011"	"2011"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2011"	"2011"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2011"	"2011"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2011"	"2011"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2012"	"2012"	"Medical Facility - Inpatient"	"1"	41	Not Applicable	Not Applicable
"Nevada"	"32"	"2012"	"2012"	"Medical Facility - Outpatient or ER"	"2"	64	Not Applicable	Not Applicable
"Nevada"	"32"	"2012"	"2012"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2012"	"2012"	"Decedent's home"	"4"	445	Not Applicable	Not Applicable
"Nevada"	"32"	"2012"	"2012"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2012"	"2012"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2012"	"2012"	"Other"	"7"	40	Not Applicable	Not Applicable
"Nevada"	"32"	"2012"	"2012"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2013"	"2013"	"Medical Facility - Inpatient"	"1"	58	Not Applicable	Not Applicable
"Nevada"	"32"	"2013"	"2013"	"Medical Facility - Outpatient or ER"	"2"	81	Not Applicable	Not Applicable
"Nevada"	"32"	"2013"	"2013"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2013"	"2013"	"Decedent's home"	"4"	411	Not Applicable	Not Applicable
"Nevada"	"32"	"2013"	"2013"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2013"	"2013"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2013"	"2013"	"Other"	"7"	53	Not Applicable	Not Applicable
"Nevada"	"32"	"2013"	"2013"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2014"	"2014"	"Medical Facility - Inpatient"	"1"	32	Not Applicable	Not Applicable
"Nevada"	"32"	"2014"	"2014"	"Medical Facility - Outpatient or ER"	"2"	80	Not Applicable	Not Applicable
"Nevada"	"32"	"2014"	"2014"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2014"	"2014"	"Decedent's home"	"4"	349	Not Applicable	Not Applicable
"Nevada"	"32"	"2014"	"2014"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2014"	"2014"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2014"	"2014"	"Other"	"7"	68	Not Applicable	Not Applicable
"Nevada"	"32"	"2014"	"2014"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2015"	"2015"	"Medical Facility - Inpatient"	"1"	76	Not Applicable	Not Applicable
"Nevada"	"32"	"2015"	"2015"	"Medical Facility - Outpatient or ER"	"2"	71	Not Applicable	Not Applicable
"Nevada"	"32"	"2015"	"2015"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2015"	"2015"	"Decedent's home"	"4"	397	Not Applicable	Not Applicable
"Nevada"	"32"	"2015"	"2015"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2015"	"2015"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Nevada"	"32"	"2015"	"2015"	"Other"	"7"	62	Not Applicable	Not Applicable
"Nevada"	"32"	"2015"	"2015"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"1999"	"1999"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"1999"	"1999"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"1999"	"1999"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"1999"	"1999"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"1999"	"1999"	"Decedent's home"	"4"	29	Not Applicable	Not Applicable
"New Hampshire"	"33"	"1999"	"1999"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"1999"	"1999"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"1999"	"1999"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2000"	"2000"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2000"	"2000"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2000"	"2000"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2000"	"2000"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2000"	"2000"	"Decedent's home"	"4"	18	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2000"	"2000"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2000"	"2000"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2000"	"2000"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2001"	"2001"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2001"	"2001"	"Medical Facility - Outpatient or ER"	"2"	17	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2001"	"2001"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2001"	"2001"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2001"	"2001"	"Decedent's home"	"4"	32	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2001"	"2001"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2001"	"2001"	"Other"	"7"	17	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2001"	"2001"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2002"	"2002"	"Medical Facility - Inpatient"	"1"	19	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2002"	"2002"	"Medical Facility - Outpatient or ER"	"2"	20	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2002"	"2002"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2002"	"2002"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2002"	"2002"	"Decedent's home"	"4"	46	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2002"	"2002"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2002"	"2002"	"Other"	"7"	17	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2002"	"2002"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2003"	"2003"	"Medical Facility - Inpatient"	"1"	12	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2003"	"2003"	"Medical Facility - Outpatient or ER"	"2"	30	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2003"	"2003"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2003"	"2003"	"Decedent's home"	"4"	62	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2003"	"2003"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2003"	"2003"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2003"	"2003"	"Other"	"7"	19	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2003"	"2003"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2004"	"2004"	"Medical Facility - Inpatient"	"1"	15	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2004"	"2004"	"Medical Facility - Outpatient or ER"	"2"	23	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2004"	"2004"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2004"	"2004"	"Decedent's home"	"4"	69	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2004"	"2004"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2004"	"2004"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2004"	"2004"	"Other"	"7"	10	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2004"	"2004"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2005"	"2005"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2005"	"2005"	"Medical Facility - Outpatient or ER"	"2"	35	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2005"	"2005"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2005"	"2005"	"Decedent's home"	"4"	67	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2005"	"2005"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2005"	"2005"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2005"	"2005"	"Other"	"7"	20	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2005"	"2005"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2006"	"2006"	"Medical Facility - Inpatient"	"1"	11	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2006"	"2006"	"Medical Facility - Outpatient or ER"	"2"	28	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2006"	"2006"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2006"	"2006"	"Decedent's home"	"4"	79	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2006"	"2006"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2006"	"2006"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2006"	"2006"	"Other"	"7"	24	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2006"	"2006"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2007"	"2007"	"Medical Facility - Inpatient"	"1"	18	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2007"	"2007"	"Medical Facility - Outpatient or ER"	"2"	33	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2007"	"2007"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2007"	"2007"	"Decedent's home"	"4"	106	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2007"	"2007"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2007"	"2007"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2007"	"2007"	"Other"	"7"	20	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2007"	"2007"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2008"	"2008"	"Medical Facility - Inpatient"	"1"	18	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2008"	"2008"	"Medical Facility - Outpatient or ER"	"2"	18	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2008"	"2008"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2008"	"2008"	"Decedent's home"	"4"	69	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2008"	"2008"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2008"	"2008"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2008"	"2008"	"Other"	"7"	14	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2008"	"2008"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2009"	"2009"	"Medical Facility - Inpatient"	"1"	17	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2009"	"2009"	"Medical Facility - Outpatient or ER"	"2"	34	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2009"	"2009"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2009"	"2009"	"Decedent's home"	"4"	88	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2009"	"2009"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2009"	"2009"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2009"	"2009"	"Other"	"7"	25	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2009"	"2009"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2010"	"2010"	"Medical Facility - Inpatient"	"1"	12	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2010"	"2010"	"Medical Facility - Outpatient or ER"	"2"	31	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2010"	"2010"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2010"	"2010"	"Decedent's home"	"4"	86	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2010"	"2010"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2010"	"2010"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2010"	"2010"	"Other"	"7"	24	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2010"	"2010"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2011"	"2011"	"Medical Facility - Inpatient"	"1"	15	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2011"	"2011"	"Medical Facility - Outpatient or ER"	"2"	38	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2011"	"2011"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2011"	"2011"	"Decedent's home"	"4"	114	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2011"	"2011"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2011"	"2011"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2011"	"2011"	"Other"	"7"	38	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2011"	"2011"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"New Hampshire"	"33"	"2012"	"2012"	"Medical Facility - Inpatient"	"1"	17	Not Applicable	Not Applicable
