"County"	"County Code"	"Place of Death"	"Place of Death Code"	Deaths	Population	Crude Rate
"Sullivan County, MO"	"29211"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Sullivan County, MO"	"29211"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Sullivan County, MO"	"29211"	"Decedent's home"	"4"	Suppressed	Not Applicable	Not Applicable
"Sullivan County, MO"	"29211"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Sullivan County, MO"	"29211"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Sullivan County, MO"	"29211"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Sullivan County, MO"	"29211"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Taney County, MO"	"29213"	"Medical Facility - Inpatient"	"1"	15	Not Applicable	Not Applicable
"Taney County, MO"	"29213"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Taney County, MO"	"29213"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Taney County, MO"	"29213"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Taney County, MO"	"29213"	"Decedent's home"	"4"	44	Not Applicable	Not Applicable
"Taney County, MO"	"29213"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Taney County, MO"	"29213"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Taney County, MO"	"29213"	"Other"	"7"	10	Not Applicable	Not Applicable
"Taney County, MO"	"29213"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Texas County, MO"	"29215"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Texas County, MO"	"29215"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Texas County, MO"	"29215"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Texas County, MO"	"29215"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Texas County, MO"	"29215"	"Decedent's home"	"4"	17	Not Applicable	Not Applicable
"Texas County, MO"	"29215"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Texas County, MO"	"29215"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Texas County, MO"	"29215"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Texas County, MO"	"29215"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Vernon County, MO"	"29217"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Vernon County, MO"	"29217"	"Medical Facility - Outpatient or ER"	"2"	12	Not Applicable	Not Applicable
"Vernon County, MO"	"29217"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Vernon County, MO"	"29217"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Vernon County, MO"	"29217"	"Decedent's home"	"4"	17	Not Applicable	Not Applicable
"Vernon County, MO"	"29217"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Vernon County, MO"	"29217"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Vernon County, MO"	"29217"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Vernon County, MO"	"29217"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Warren County, MO"	"29219"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Warren County, MO"	"29219"	"Medical Facility - Outpatient or ER"	"2"	12	Not Applicable	Not Applicable
"Warren County, MO"	"29219"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Warren County, MO"	"29219"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Warren County, MO"	"29219"	"Decedent's home"	"4"	49	Not Applicable	Not Applicable
"Warren County, MO"	"29219"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Warren County, MO"	"29219"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Warren County, MO"	"29219"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Warren County, MO"	"29219"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Washington County, MO"	"29221"	"Medical Facility - Inpatient"	"1"	11	Not Applicable	Not Applicable
"Washington County, MO"	"29221"	"Medical Facility - Outpatient or ER"	"2"	14	Not Applicable	Not Applicable
"Washington County, MO"	"29221"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Washington County, MO"	"29221"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Washington County, MO"	"29221"	"Decedent's home"	"4"	46	Not Applicable	Not Applicable
"Washington County, MO"	"29221"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Washington County, MO"	"29221"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Washington County, MO"	"29221"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Washington County, MO"	"29221"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Wayne County, MO"	"29223"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Wayne County, MO"	"29223"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Wayne County, MO"	"29223"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Wayne County, MO"	"29223"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Wayne County, MO"	"29223"	"Decedent's home"	"4"	20	Not Applicable	Not Applicable
"Wayne County, MO"	"29223"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Wayne County, MO"	"29223"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Wayne County, MO"	"29223"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Wayne County, MO"	"29223"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Webster County, MO"	"29225"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Webster County, MO"	"29225"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Webster County, MO"	"29225"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Webster County, MO"	"29225"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Webster County, MO"	"29225"	"Decedent's home"	"4"	50	Not Applicable	Not Applicable
"Webster County, MO"	"29225"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Webster County, MO"	"29225"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Webster County, MO"	"29225"	"Other"	"7"	11	Not Applicable	Not Applicable
"Webster County, MO"	"29225"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Worth County, MO"	"29227"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Worth County, MO"	"29227"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Worth County, MO"	"29227"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Worth County, MO"	"29227"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Worth County, MO"	"29227"	"Decedent's home"	"4"	Suppressed	Not Applicable	Not Applicable
"Worth County, MO"	"29227"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Worth County, MO"	"29227"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Worth County, MO"	"29227"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Worth County, MO"	"29227"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Wright County, MO"	"29229"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Wright County, MO"	"29229"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Wright County, MO"	"29229"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Wright County, MO"	"29229"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Wright County, MO"	"29229"	"Decedent's home"	"4"	Suppressed	Not Applicable	Not Applicable
"Wright County, MO"	"29229"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Wright County, MO"	"29229"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Wright County, MO"	"29229"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Wright County, MO"	"29229"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"St. Louis city, MO"	"29510"	"Medical Facility - Inpatient"	"1"	100	Not Applicable	Not Applicable
"St. Louis city, MO"	"29510"	"Medical Facility - Outpatient or ER"	"2"	249	Not Applicable	Not Applicable
"St. Louis city, MO"	"29510"	"Medical Facility - Dead on Arrival"	"3"	35	Not Applicable	Not Applicable
"St. Louis city, MO"	"29510"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"St. Louis city, MO"	"29510"	"Decedent's home"	"4"	586	Not Applicable	Not Applicable
"St. Louis city, MO"	"29510"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"St. Louis city, MO"	"29510"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"St. Louis city, MO"	"29510"	"Other"	"7"	160	Not Applicable	Not Applicable
"St. Louis city, MO"	"29510"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Beaverhead County, MT"	"30001"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Beaverhead County, MT"	"30001"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Beaverhead County, MT"	"30001"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Beaverhead County, MT"	"30001"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Beaverhead County, MT"	"30001"	"Decedent's home"	"4"	Suppressed	Not Applicable	Not Applicable
"Beaverhead County, MT"	"30001"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Beaverhead County, MT"	"30001"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Beaverhead County, MT"	"30001"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Beaverhead County, MT"	"30001"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Big Horn County, MT"	"30003"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Big Horn County, MT"	"30003"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Big Horn County, MT"	"30003"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Big Horn County, MT"	"30003"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Big Horn County, MT"	"30003"	"Decedent's home"	"4"	Suppressed	Not Applicable	Not Applicable
"Big Horn County, MT"	"30003"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Big Horn County, MT"	"30003"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Big Horn County, MT"	"30003"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Big Horn County, MT"	"30003"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Blaine County, MT"	"30005"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Blaine County, MT"	"30005"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Blaine County, MT"	"30005"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Blaine County, MT"	"30005"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Blaine County, MT"	"30005"	"Decedent's home"	"4"	Suppressed	Not Applicable	Not Applicable
"Blaine County, MT"	"30005"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Blaine County, MT"	"30005"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Blaine County, MT"	"30005"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Blaine County, MT"	"30005"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Broadwater County, MT"	"30007"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Broadwater County, MT"	"30007"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Broadwater County, MT"	"30007"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Broadwater County, MT"	"30007"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Broadwater County, MT"	"30007"	"Decedent's home"	"4"	Suppressed	Not Applicable	Not Applicable
"Broadwater County, MT"	"30007"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Broadwater County, MT"	"30007"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Broadwater County, MT"	"30007"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Broadwater County, MT"	"30007"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Carbon County, MT"	"30009"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Carbon County, MT"	"30009"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Carbon County, MT"	"30009"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Carbon County, MT"	"30009"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Carbon County, MT"	"30009"	"Decedent's home"	"4"	14	Not Applicable	Not Applicable
"Carbon County, MT"	"30009"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Carbon County, MT"	"30009"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Carbon County, MT"	"30009"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Carbon County, MT"	"30009"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Carter County, MT"	"30011"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Carter County, MT"	"30011"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Carter County, MT"	"30011"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Carter County, MT"	"30011"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Carter County, MT"	"30011"	"Decedent's home"	"4"	Suppressed	Not Applicable	Not Applicable
"Carter County, MT"	"30011"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Carter County, MT"	"30011"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Carter County, MT"	"30011"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Carter County, MT"	"30011"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Cascade County, MT"	"30013"	"Medical Facility - Inpatient"	"1"	15	Not Applicable	Not Applicable
"Cascade County, MT"	"30013"	"Medical Facility - Outpatient or ER"	"2"	13	Not Applicable	Not Applicable
"Cascade County, MT"	"30013"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Cascade County, MT"	"30013"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Cascade County, MT"	"30013"	"Decedent's home"	"4"	96	Not Applicable	Not Applicable
"Cascade County, MT"	"30013"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Cascade County, MT"	"30013"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Cascade County, MT"	"30013"	"Other"	"7"	24	Not Applicable	Not Applicable
"Cascade County, MT"	"30013"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Chouteau County, MT"	"30015"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Chouteau County, MT"	"30015"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Chouteau County, MT"	"30015"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Chouteau County, MT"	"30015"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Chouteau County, MT"	"30015"	"Decedent's home"	"4"	Suppressed	Not Applicable	Not Applicable
"Chouteau County, MT"	"30015"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Chouteau County, MT"	"30015"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Chouteau County, MT"	"30015"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Chouteau County, MT"	"30015"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Custer County, MT"	"30017"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Custer County, MT"	"30017"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Custer County, MT"	"30017"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Custer County, MT"	"30017"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Custer County, MT"	"30017"	"Decedent's home"	"4"	16	Not Applicable	Not Applicable
"Custer County, MT"	"30017"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Custer County, MT"	"30017"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Custer County, MT"	"30017"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Custer County, MT"	"30017"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Daniels County, MT"	"30019"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Daniels County, MT"	"30019"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Daniels County, MT"	"30019"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Daniels County, MT"	"30019"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Daniels County, MT"	"30019"	"Decedent's home"	"4"	Suppressed	Not Applicable	Not Applicable
